#序號 字 小韻序號 頁碼
4514 帡 524 531
4515 旁 524 531
4516 傍 524 531
4517 弸 524 531
4518 祊 524 531
4519 崩 524 531
4520 娉 525 531
4521 荓 525 531
4522 迸 525 531
4523 抨 525 531/532
4524 軯 525 532
4525 砰 525 532
4526 閛 525 532
4527 俜 525 532
4528 竮 525 532
4529 𢓳 525 532
4530 怦 525 532
4531 甹 525 532
4532 清 526 532
4533 請 526 532
4534 圊 526 532
4535 青 526 532/533
4536 鯖 526 533
4537 精 527 533
4538 菁 527 533/534
4539 青 527 534
4540 旌 527 534
4541 旍 527 534
4542 晶 527 534
4543 蜻 527 534
4544 𪂴 527 534
4545 𨿬 527 534
4546 鶄 527 534
4547 睛 527 534
4548 餳 528 534
4549 情 529 534
4550 晴 529 534
4551 觪 530 534
4552 騂 530 534
4553 㙚 530 534
4554 聲 531 534
4555 升 531 534
4556 昇 531 534/535
4557 陞 531 535
4558 勝 531 535
4559 征 532 535
4560 政 532 535
4561 𨟃 532 535
4562 貞 532 535/536
4563 楨 532 536
4564 禎 532 536
4565 徵 532 536
4566 癥 532 536
4567 正 532 536
4568 䋊 532 536
4569 鯖 532 536
4570 𦙫 532 536
4571 鴊 532 536
4572 鉦 532 536
4573 蒸 532 536/537
4574 烝 532 537
4575 脀 532 537
4576 𦞪 532 537
4577 成 533 537
4578 城 533 537
4579 誠 533 537
4580 盛 533 537
4581 郕 533 537
4582 承 533 537
4583 丞 533 537
4584 乘 533 537/538
4585 塍 533 538
4586 𣎒 533 538
4587 呈 533 538
4588 程 533 538
4589 酲 533 538
4590 裎 533 538
4591 珵 533 538
4592 懲 533 538
4593 徵 533 538
4594 澄 533 538
4595 瀓 533 538
4596 憕 533 538
4597 檉 534 538
4598 蟶 534 538
4599 頳 534 538
4600 䞓 534 538
4601 竀 534 538/539
4602 偵 534 539
4603 遉 534 539
4604 稱 534 539
4605 偁 534 539
4606 令 535 539
4607 鴒 535 539
4608 伶 535 539
4609 泠 535 539
4610 靈 535 539
4611 𤫊 535 539
4612 醽 535 539
4613 櫺 535 539
4614 𧕅 535 539/540
4615 蛉 535 540
4616 𦫃 535 540
4617 磷 535 540
4618 酃 535 540
4619 𦉢 535 540
4620 麢 535 540
4621 齡 535 540
4622 鈴 535 540/541
4623 囹 535 541
4624 苓 535 541
4625 聆 535 541
4626 怜 535 541
4627 瓴 535 541
4628 軨 535 541
4629 笭 535 541
4630 零 535 541
4631 翎 535 541
4632 澪 535 541
4633 玲 535 541
4634 𣬹 535 541
4635 冷 535 541
4636 昤 535 541
4637 朎 535 542
4638 陵 535 542
4639 淩 535 542
4640 凌 535 542
4641 𣎎 535 542
4642 蔆 535 542/543
4643 菱 535 543
4644 䔖 535 543
4645 綾 535 543
4646 鯪 535 543
4647 輘 535 543
4648 夌 535 543
4649 㥄 535 543
4650 盈 536 543
4651 楹 536 543
4652 嬴 536 543
4653 瀛 536 543
4654 籯 536 543
4655 贏 536 543
4656 攍 536 543
4657 㜲 536 543
4658 迎 536 543
4659 蠅 536 543/544
4660 形 537 544
4661 侀 537 544
4662 刑 537 544
4663 硎 537 544
4664 郉 537 544
4665 鉶 537 544
4666 型 537 544
4667 陘 537 544
4668 𡷨 537 544
4669 娙 537 544
4670 銒 537 544
4671 傾 538 544
4672 頃 538 544
4673 瓊 539 544
4674 瓗 539 545
4675 璚 539 545
4676 藑 539 545
4677 煢 539 545
4678 惸 539 545
4679 睘 539 545
4680 𡞦 539 545
4681 嬛 539 545
4682 星 540 545
4683 腥 540 545
4684 牲 540 545
4685 醒 540 545
4686 鯹 540 545
4687 篂 540 545
4688 惺 540 545
4689 丁 541 545/546
4690 玎 541 546
4691 釘 541 546
4692 㣔 541 546
4693 叮 541 546
4694 聽 542 546
4695 廳 542 546
4696 𦀚 542 546
4697 䋼 542 546
4698 綎 542 546
4699 汀 542 546
4700 𢆊 542 546
4701 靪 542 546
4702 朾 542 546
4703 庭 543 546/547
4704 廷 543 547
4705 娗 543 547
4706 筳 543 547
4707 霆 543 547
4708 蜓 543 547
4709 莛 543 547
4710 㹶 543 547
4711 挺 543 547
4712 鼮 543 547
4713 亭 543 547
4714 停 543 547
4715 渟 543 548
4716 奠 543 548
4717 婷 543 548
4718 馨 544 548
4719 羶 544 548
4720 扃 545 548
4721 𪔃 545 548
4722 坰 545 548
4723 冋 545 548
4724 駉 545 548/549
4725 絅 545 549
4726 繩 546 549
4727 澠 546 549
4728 譝 546 549
4729 憴 546 549
4730 仍 547 549
4731 艿 547 549
4732 芿 547 549
4733 陾 547 549
4734 凝 548 549
4735 冰 548 549
4736 疑 548 549
4737 興 549 549
4738 嬹 549 549
4739 登 550 549
4740 豋 550 549/550
4741 𤮘 550 550
4742 㲪 550 550
4743 簦 550 550
4744 燈 550 550
4745 鐙 550 550
4746 騰 551 550
4747 滕 551 550
4748 謄 551 550
4749 縢 551 550
4750 幐 551 550
4751 藤 551 550/551
4752 螣 551 551
4753 𩦶 551 551
4754 棱 552 551
4755 稜 552 551
4756 楞 552 551
4757 輘 552 551
4758 僧 553 551
4759 鬙 553 551
4760 增 554 551
4761 曾 554 551
4762 憎 554 552
4763 矰 554 552
4764 𢨉 554 552
4765 繒 554 552
4766 罾 554 552
4767 橧 554 552
4768 䎖 554 552
4769 繒 555 552
4770 鄫 555 552
4771 騬 555 552
4772 竲 555 552
4773 層 556 552
4774 曾 556 552
4775 嶒 556 552
4776 𢫮 557 552
4777 揯 557 552
4778 絚 557 552
4779 鞃 558 552
4780 泓 559 552
4781 尤 560 557
4782 肬 560 557
4783 疣 560 557
4784 郵 560 557/558
4785 訧 560 558
4786 由 560 558
4787 繇 560 558
4788 䌛 560 558
4789 𦅹 560 558
4790 㽕 560 558
4791 油 560 558
4792 條 560 558
4793 蕕 560 558
4794 槱 560 558
4795 抌 560 558/559
4796 蘨 560 559
4797 榆 560 559
4798 逌 560 559
4799 㼶 560 559
4800 卣 560 559
4801 脩 560 559
4802 䱔 560 559
4803 斿 560 559
4804 游 560 559
4805 遊 560 559
4806 蝣 560 559
4807 蝤 560 559
4808 猶 560 559/560
4809 冘 560 560
4810 猷 560 560
4811 輶 560 560
4812 庮 560 560
4813 牛 560 560
4814 抽 561 560
4815 瘳 561 560
4816 紬 561 560
4817 妯 561 560
4818 搊 562 560
4819 篘 562 560
4820 休 563 560
4821 貅 563 560/561
4822 庥 563 561
4823 髹 563 561
4824 咻 563 561
4825 烋 563 561
4826 丘 564 561
4827 區 564 561
4828 驅 564 561
4829 龜 564 561
4830 鳩 565 561/562
4831 九 565 562
4832 捄 565 562
4833 樛 565 562
4834 繆 565 562
4835 朻 565 562
4836 艽 565 562
4837 求 566 562
4838 裘 566 562
4839 毬 566 562/563
4840 觩 566 563
4841 逑 566 563
4842 球 566 563
4843 俅 566 563
4844 銶 566 563
4845 絿 566 563
4846 賕 566 563
4847 仇 566 563
4848 叴 566 563
4849 厹 566 563
4850 艽 566 563
4851 頄 566 563
4852 鼽 566 563
4853 馗 566 563
4854 捄 566 563
4855 虯 566 563
4856 蟉 566 563
4857 觓 566 563
4858 憂 567 563
4859 滺 567 563/564
4860 優 567 564
4861 嚘 567 564
4862 瀀 567 564
4863 耰 567 564
4864 𥣯 567 564
4865 麀 567 564
4866 幽 567 564
4867 呦 567 564
4868 㗀 567 564
4869 怮 567 564
4870 攸 567 564
4871 悠 567 564
4872 周 568 565
4873 輈 568 565
4874 侜 568 565
4875 輖 568 565
4876 鵃 568 565
4877 調 568 565
4878 譸 568 565
4879 咮 568 565
4880 賙 568 565
4881 啁 568 565
4882 州 568 565
4883 洲 568 565
4884 舟 568 565
4885 儔 569 565
4886 疇 569 565/566
4887 幬 569 566
4888 籌 569 566
4889 𩯦 569 566
4890 檮 569 566
4891 䲖 569 566
4892 裯 569 566
4893 稠 569 566
4894 紬 569 566
4895 鯈 569 566
4896 綢 569 566
4897 犨 569 566
4898 犫 569 566
4899 讎 569 566
4900 售 569 566
4901 醻 569 566/567
4902 酬 569 567
4903 詶 569 567
4904 魗 569 567
4905 𣀘 569 567
4906 留 570 567
4907 騮 570 567
4909 駠 570 567
4910 瘤 570 567
4911 榴 570 567
4912 鶹 570 567
4913 遛 570 567
4914 流 570 567
4915 㳅 570 567
4916 旒 570 567
4917 游 570 568
4918 瑬 570 568
4919 裗 570 568
4920 疁 570 568
4921 鏐 570 568
4922 飂 570 568
4923 劉 570 568
4924 鎦 570 568
4925 瀏 570 568
4926 懰 570 568
4927 瑠 570 568
4928 漻 570 568
4929 憀 570 568
4930 戮 570 568
4931 勠 570 568
4932 脩 571 568
4933 羞 571 568
4934 秋 572 568/569
4935 鞦 572 569
4936 緧 572 569
4937 𦃈 572 569
4938 鶖 572 569
4939 楸 572 569/570
4940 萩 572 570
4941 篍 572 570
4942 鰍 572 570
4943 鰌 572 570
4944 啾 573 570
4945 湫 573 570
4946 揫 573 570
4947 愁 573 570
4948 𩏶 573 570
4949 酋 573 570
4950 酋 574 570
4951 遒 574 570
4952 逎 574 570/571
4953 蝤 574 571
4954 囚 574 571
4955 慒 574 571
4956 泅 574 571
4957 收 575 571
4958 柔 576 571
4959 㽥 576 571
4960 瑈 576 571
4961 蹂 576 571
4962 揉 576 571
4963 鞣 576 571
4964 肉 576 571
4965 鍒 576 571
4966 腬 576 571
4967 搜 577 571
4968 𢯱 577 571
4969 叟 577 571
4970 廋 577 571
4971 廀 577 571
4972 蒐 577 571/572
4973 獀 577 572
4974 騪 577 572
4975 䮟 577 572
4976 溲 577 572
4977 醙 577 572
4978 䤹 577 572
4979 颼 577 572
4980 艘 577 572
4981 𦢩 577 572
4982 鄒 578 572
4983 鄹 578 572
4984 郰 578 572
4985 緅 578 572
4986 菆 578 572
4987 騶 578 572
4988 棸 578 572
4989 浮 579 572/573
4990 不 579 573
4991 紑 579 573
4992 鴀 579 573
4993 罦 579 573
4994 罘 579 573
4995 烰 579 573
4996 蜉 579 573
4997 芣 579 573
4998 桴 579 573
4999 枹 579 573/574
5000 涪 579 574
5001 棓 579 574
5002 彪 580 574
5003 髟 580 574
5004 滮 581 574
5005 瀌 581 574
5006 愁 582 574
5007 繆 583 574
5008 秠 584 574
5009 侯 585 574
5010 鍭 585 574
5011 猴 585 574/575
5012 餱 585 575
5013 喉 585 575
5014 篌 585 575
5015 翭 585 575
5016 謳 586 575
5017 嘔 586 575
5018 漚 586 575
5019 歐 586 575
5020 區 586 575
5021 樞 586 575
5022 鷗 586 575
5023 彄 587 575
5024 摳 587 575
5025 腢 588 575
5026 齵 588 575
5027 鉤 589 576
5028 拘 589 576
5029 軥 589 576
5030 句 589 576
5031 韝 589 576
5032 褠 589 576
5033 溝 589 576
5034 篝 589 576
5035 𥵡 589 577
5036 枸 589 577
5037 緱 589 577
5038 裒 590 577
5039 抔 590 577
5040 㧵 590 577
5041 捊 590 577
5042 掊 590 577
5043 謀 591 577
5044 牟 591 577/578
5045 侔 591 578
5046 麰 591 578
5047 矛 591 578
5048 鍪 591 578
5049 鞪 591 578
5050 雺 591 578
5051 瞀 591 578
5052 昴 591 578
5053 蟊 591 578
5054 䖥 591 578
5055 蛑 591 578
5056 恈 591 578
5057 髳 591 578
5058 髦 591 578
5059 漱 592 578
5060 鎪 592 578
5061 叟 592 578
5062 瞍 592 578
5063 摗 592 579
5064 鯫 593 579
5065 諏 593 579
5066 陬 593 579
5067 掫 593 579
5068 兜 594 579
5069 吺 594 579
5070 偸 595 579
5071 媮 595 579
5072 愉 595 579
5073 頭 596 579
5074 投 596 579
5075 揄 596 579
5076 窬 596 579
5077 牏 596 579
5078 骰 596 579
5079 樓 597 579/580
5080 婁 597 580
5081 膢 597 580
5082 蔞 597 580
5083 慺 597 580
5084 僂 597 580
5085 廔 597 580
5086 艛 597 580
5087 螻 597 580
5088 髏 597 580
5089 縷 597 580
5090 鞻 597 580
5091 窶 597 580
5092 螻 597 580
5093 漏 597 580
5094 䨲 598 580
5095 侵 599 586
5096 寢 599 586
5097 寑 599 586
5098 駸 599 586
5099 綅 599 586
5100 梫 599 586
5101 鋟 599 586
5102 僭 599 586
5103 祲 599 586
5104 尋 600 586
5105 𢒫 600 586
5106 潯 600 586
5107 覃 600 586
5108 潭 600 586/587
5109 燖 600 587
5110 鄩 600 587
5111 鱏 600 587
5112 𩱕 600 587
5113 𤅬 600 587
5114 鐔 600 587
5115 襑 600 587
5116 深 601 587
5117 𦸂 601 587
5118 斟 602 587
5119 鍼 602 587
5120 針 602 587
5121 箴 602 587/588
5122 葴 602 588
5123 瑊 602 588
5124 碪 602 588
5125 砧 602 588
5126 椹 602 588
5127 諶 603 588
5128 忱 603 588
5129 煁 603 588
5130 橬 603 588
5131 壬 604 588/589
5132 任 604 589
5133 妊 604 589
5134 䋕 604 589
5135 鵀 604 589
5136 森 605 589
5137 槮 605 589/590
5138 罧 605 590
5139 參 605 590
5140 滲 605 590
5141 襂 605 590
5142 葠 605 590
5143 簪 606 590
5144 岑 607 590
5145 涔 607 590/591
5146 琛 608 591
5147 賝 608 591
5148 郴 608 591
5149 綝 608 591
5150 䚀 608 591
5151 參 608 591
5152 攙 608 591
5153 沈 609 591/592
5154 沉 609 592
5155 湛 609 592
5156 霃 609 592
5157 林 610 592
5158 琳 610 592
5159 玪 610 592
5160 棽 610 592
5161 霖 610 592
5162 淋 610 592
5163 臨 610 592
5164 淫 611 592
5165 霪 611 592
5166 蟫 611 592
5167 婬 611 592
5168 撢 611 593
5169 潭 611 593
5170 心 612 593
5171 音 613 593
5172 瘖 613 593
5173 喑 613 593
5174 隂 613 593
5175 𩃬 613 593
5176 愔 613 593
5177 吟 614 594
5178 唫 614 594
5179 崟 614 594
5180 碒 614 594
5181 碞 614 594
5182 歆 615 594
5183 廞 615 594
5184 欽 616 594
5185 衾 616 594
5186 嶔 616 594
5187 顉 616 594
5188 今 617 594
5189 衿 617 594
5190 禁 617 594
5191 襟 617 594
5192 金 617 594/595
5193 琴 618 595/596
5194 紟 618 596
5195 黔 618 596
5196 肣 618 596
5197 芩 618 596/597
5198 禽 618 597
5199 擒 618 597
5200 檎 618 597
5201 南 619 597
5202 覃 620 600
5203 醰 620 600
5204 潭 620 600
5205 沈 620 600
5206 譚 620 600
5207 蟫 620 600
5208 鐔 620 600
5209 驔 620 600
5210 藫 620 600/601
5211 曇 620 601
5212 貪 621 601
5213 探 621 601
5214 撢 621 601
5215 耽 622 601
5216 妉 622 601
5217 聃 622 601
5218 眈 622 601
5219 婪 623 601
5220 惏 623 601
5221 嵐 623 601
5222 燣 623 601
5223 南 624 601/602
5224 男 624 602
5225 柟 624 602
5226 楠 624 602
5227 諵 624 602
5228 喃 624 602
5229 聃 624 602
5230 毿 625 602
5231 鬖 625 602
5232 參 626 602/603
5233 叅 626 603
5234 三 626 603
5235 驂 626 603
5236 傪 626 603
5237 籫 627 603
5238 𨯩 627 603
5239 篸 627 603
5240 蠶 628 603
5241 𧖟 628 603
5242 堪 629 603/604
5243 龕 629 604
5244 𢦟 629 604
5245 戡 629 604
5246 嵁 629 604
5247 含 630 604
5248 唅 630 604
5249 函 630 604
5250 㮀 630 604
5251 𦜆 630 604
5252 涵 630 604
5253 䤴 630 604
5254 諳 631 604
5255 䳺 631 604
5256 韽 631 604
5257 喑 631 604
5258 庵 631 604/605
5259 淹 631 605
5260 啽 631 605
5261 談 632 605
5262 郯 632 605
5263 惔 632 605
5264 痰 632 605
5265 餤 632 605
5266 錟 632 605
5267 倓 632 605
5268 澹 632 605
5269 儋 633 605
5270 擔 633 605
5271 檐 633 605
5272 甔 633 605
5273 藍 634 605/606
5274 籃 634 606
5275 𢅡 634 606
5276 襤 634 606
5277 三 635 606
5278 參 635 606
5279 甘 636 606/607
5280 泔 636 607
5281 柑 636 607
5282 弇 636 607
5283 淦 636 607
5284 酣 637 607
5285 蚶 637 607
5286 𧮳 637 607
5287 甘 637 607
5288 邯 637 607
5289 咸 638 607
5290 諴 638 607
5291 鹹 638 607
5292 函 638 607
5293 銜 638 607
5294 嵒 639 608
5295 碞 639 608
5296 巖 639 608
5297 巗 639 608
5298 壧 639 608
5299 麙 639 608
5300 攕 640 608
5301 摻 640 608
5302 摲 640 608
5303 纖 640 608
5304 讒 641 608
5305 毚 641 608
5306 饞 641 608
5307 嚵 641 608
5308 儳 641 608
5309 巉 641 608
5310 蔪 641 608
5311 瀺 641 608
5312 慙 641 608
5313 監 642 608
5314 緘 642 608
5315 瑊 642 608
5316 椷 642 608
5317 鑑 642 608
5318 鑒 642 608
5319 嵌 643 608
5320 嵁 643 608
5321 衫 644 609
5322 縿 644 609
5323 襳 644 609
5324 㺑 644 609
5325 纔 644 609
5326 彡 644 609
5327 芟 644 609
5328 蔪 644 609
5329 杉 644 609
5330 欃 645 609
5331 攙 645 609
5332 𠠥 645 609
5333 鑱 645 609
5334 漸 645 609
5335 凡 646 609
5336 䀀 646 609
5337 帆 646 609
5338 颿 646 609
5339 渢 646 609
5340 氾 646 609/610
5341 鹽 647 612
5342 餤 647 612
5343 檐 647 612
5344 簷 647 612
5345 櫩 647 612
5346 閻 647 612
5347 阽 647 612
5348 炎 647 612
5349 惔 647 612
5350 嚴 647 612/613
5351 巖 647 613
5352 䉷 647 613
5353 銛 648 613
5354 鉆 648 613
5355 韱 648 613
5356 纖 648 613
5357 𩆷 648 613
5358 孅 648 613
5359 摻 648 613
5360 襳 648 613
5361 綅 648 613
5362 憸 648 613
5363 譣 648 613
5364 暹 648 613/614
5365 僉 649 614
5366 籤 649 614
5367 㡨 649 614
5368 槧 649 614
5369 尖 650 614
5370 殲 650 614
5371 纖 650 614
5372 瀸 650 614
5373 漸 650 614
5374 湛 650 614
5375 蔪 650 614
5376 𦾶 650 614
5377 𤓎 650 614
5378 爓 651 614
5379 濳 652 614
5380 𤅬 652 614
5381 漸 652 614
5382 𩱕 652 614
5383 苫 653 614
5384 痁 653 614/615
5385 襜 654 615
5386 幨 654 615
5387 裧 654 615
5388 袡 654 615
5389 𤎥 654 615
5390 佔 654 615
5391 惉 654 615
5392 覘 654 615
5393 沾 654 615
5394 詹 655 615
5395 占 655 615
5396 噡 655 615
5397 霑 655 615
5398 沾 655 615
5399 蟾 656 615/616
5400 棎 656 616
5401 髥 657 616
5402 䫇 657 616
5403 枏 657 616
5404 𪚮 657 616
5405 𠯍 657 616
5406 蚦 657 616
5407 衻 657 616
5408 廉 658 616
5409 鎌 658 616
5410 鐮 658 616
5411 濂 658 616
5412 熑 658 616/617
5413 磏 658 617
5414 簾 658 617
5415 匳 658 617
5416 奩 658 617
5417 獫 658 617
5418 蘞 658 617
5419 斂 658 617
5420 帘 658 617
5421 淹 659 617
5422 奄 659 617
5423 閹 659 617
5424 崦 659 617
5425 醃 659 617
5426 懕 659 617
5427 猒 659 617
5428 厭 659 617/618
5429 饜 659 618
5430 噞 660 618
5431 黏 661 618
5432 溓 661 618
5433 鮎 661 618
5434 拈 661 618
5435 餂 661 618
5436 箝 662 618
5437 鉗 662 618
5438 拑 662 618
5439 柑 662 618
5440 鉆 662 618
5441 鈐 662 618/619
5442 黔 662 619
5443 鍼 662 619
5444 砭 663 619
5445 𥐗 663 619
5446 添 664 619
5447 酟 664 619
5448 甜 665 619
5449 恬 665 619
5450 謙 666 619
5451 嗛 666 619
5452 嵁 666 619
5453 兼 667 619
5454 縑 667 619
5455 蒹 667 619
5456 鶼 667 619/620
5457 鰜 667 620
5458 嫌 668 620
5459 謙 668 620
5460 慊 668 620
5461 杴 669 620
5462 忺 669 620
5463 蘝 669 620
5464 董 670 2
5465 蕫 670 2
5466 蝀 670 2/3
5467 湩 670 3
5468 懂 670 3
5469 𧄓 670 3
5470 統 671 3
5471 桶 671 3
5472 侗 671 3
5473 捅 671 3
5474 動 672 3
5475 洞 672 3
5476 絧 672 3/4
5477 眮 672 4
5478 詷 672 4
5479 挏 672 4
5480 曈 672 4
5481 酮 672 4
5482 曨 673 4
5483 籠 673 4
5484 鸗 673 4
5485 攏 673 4
5486 隴 673 4
5487 壟 673 4
5488 壠 673 4
5489 龍 673 4
5490 琫 674 4
5491 鞛 674 4
5492 菶 674 4
5493 唪 674 4/5
5494 玤 674 5
5495 蠓 675 5
5496 曚 675 5
5497 懵 675 5
5498 幪 675 5
5499 濛 675 5
5500 總 676 5
5501 縱 676 5
5502 摠 676 5
5503 傯 676 5
5504 𢊕 676 5
5505 𥡥 676 5
5506 翪 676 5
5507 嵸 676 5
5508 蓯 676 5
5509 䡯 676 5
5510 熜 676 5
5511 鬷 676 5
5512 𩮰 676 5
5513 憁 676 5
5514 捴 676 5
5515 澒 677 5/6
5516 鴻 677 6
5517 嗊 677 6
5518 汞 677 6
5519 孔 678 6
5520 空 678 6
5521 悾 678 6
5522 倥 678 6
5523 恐 679 6
5524 蓊 680 6/7
5525 滃 680 7
5526 塕 680 7
5527 翁 680 7
5528 捧 681 7
5529 䋽 681 7
5530 奉 681 7
5531 唪 681 7
5532 覂 681 7
5533 泛 681 7
5534 腫 682 7
5535 種 682 7
5536 穜 682 7
5537 踵 682 7
5538 冢 682 7
5539 塚 682 7
5540 尰 682 7
5541 瘇 682 7
5542 重 683 7
5543 鮦 683 7/8
5544 宂 684 8
5545 茸 684 8
5546 氄 684 8
5547 䢇 684 8
5548 軵 684 8
5549 𢫨 684 8
5550 竦 685 8
5551 悚 685 8
5552 𢥠 685 8
5553 𡾼 685 8
5554  685 8
5555 䙕 685 8
5556 聳 685 8
5557 駷 685 8
5558 寵 686 8
5559 龍 686 8
5560 勇 687 8
5561 湧 687 8/9
5562 踊 687 9
5563 甬 687 9
5564 慂 687 9
5565 臾 687 9
5566 蛹 687 9
5567 埇 687 9
5568 溶 687 9
5569 筩 687 9
5570 桶 687 9
5571 俑 687 9
5572 悀 687 9
5573 擁 687 9
5574 雍 687 9
5575 壅 687 9
5576 雝 687 9
5577 兇 688 9
5578 洶 688 9
5579 詾 688 9
5580 跫 688 9/10
5581 拱 689 10
5582 共 689 10
5583 拲 689 10
5584 鞏 689 10
5585 栱 689 10
5586 珙 689 10
5587 蛬 689 10
5588 䂬 689 10
5589 癑 690 10
5590 慫 691 10
5591 紙 692 13
5592 只 692 13
5593 咫 692 13/14
5594 扺 692 14
5595 抵 692 14
5596 砥 692 14
5597 㡳 692 14
5598 𠨿 692 14
5599 坁 692 14
5600 枳 692 14
5601 軹 692 14
5602 疻 692 14
5603 旨 692 14
5604 指 692 14/15
5605 耆 692 15
5606 止 692 15
5607 畤 692 15
5608 沚 692 15
5609 洔 692 15
5610 趾 692 15/16
5611 址 692 16
5612 阯 692 16
5613 芷 692 16
5614 徵 692 16
5615 黹 692 16
5616 絺 692 16
5617 希 692 16
5618 鵗 692 16
5619 豸 693 16/17
5620 廌 693 17
5621 阤 693 17
5622 陊 693 17
5623 雉 693 17
5624 滍 693 17
5625 薙 693 17
5626 峙 693 17
5627 跱 693 17
5628 庤 693 17
5629 痔 693 17
5630 泜 693 17
5631 齒 694 17/18
5632 茝 694 18
5633 紕 694 18
5634 侈 695 18
5635 哆 695 18
5636 姼 695 18
5637 㶴 695 18
5638 鉹 695 18
5639 恀 695 18
5640 㢋 695 18
5641 拸 695 18
5642 搋 695 18
5643 褫 695 18
5644 䚦 695 18
5645 杝 695 18
5646 懘 695 18
5647 袲 695 18
5648 恥 695 18
5649 祉 695 18
5650 此 696 18
5651 佌 696 18
5652 玼 696 18
5653 泚 696 18
5654 子 697 18/19
5655 仔 697 19
5656 耔 697 19
5657 秄 697 19
5658 芓 697 19
5659 梓 697 19
5660 杍 697 19
5661 紫 697 19
5662 訾 697 19
5663 訿 697 19
5664 呰 697 19
5665 疵 697 19
5666 呰 697 19
5667 㧗 697 19
5668 跐 697 19
5669 姊 697 19
5670 秭 697 19
5671 滓 697 19
5672 笫 697 19
5673 胏 697 19
5674 緇 697 19/20
5675 始 698 20
5676 弛 698 20
5677 豕 698 20
5678 阤 698 20
5679 矢 698 20
5680 史 699 21
5681 使 699 21
5682 駛 699 21
5683 市 700 21
5684 恃 700 21
5685 諟 700 21/22
5686 媞 700 22
5687 是 700 22
5688 褆 700 22
5689 氏 700 22
5690 䟗 700 22
5691 𨸝 700 22
5692 𣐈 700 22
5693 士 700 22/23
5694 仕 700 23
5695 戺 700 23
5696 視 701 23
5697 眡 701 23
5698 眎 701 23
5699 舐 701 23
5700 咶 701 23
5701 狧 701 23
5702 以 702 23
5703 㠯 702 23
5704 已 702 23
5705 苡 702 23
5706 苢 702 23
5707 迆 702 23
5708 迤 702 23
5709 也 702 23
5710 崺 702 23/24
5711 酏 702 24
5712 匜 702 24
5713 衪 702 24
5714 𧩹 702 24
5715 螘 702 24
5716 蛾 702 24
5717 齮 702 24
5718 艤 702 24
5719 檥 702 24
5720 礒 702 24
5721 錡 702 24
5722 轙 702 24
5723 顗 702 24
5724 矣 702 24
5725 掜 702 24
5726 擬 702 24
5727 薿 702 24
5728 儗 702 24
5729 倚 703 24
5730 猗 703 24
5731 輢 703 24
5732 旖 703 24
5733 奇 703 24
5734 椅 703 24/25
5735 扆 703 25
5736 依 703 25
5737 㕈 703 25
5738 偯 703 25
5739 醫 703 25
5740 噫 703 25
5741 譩 703 25
5742 耳 704 25
5743 珥 704 25
5744 䋙 704 25
5745 餌 704 25
5746 尒 704 25
5747 爾 704 25/26
5748 邇 704 26
5749 𨒛 704 26
5750 彼 705 26
5751 佊 705 26
5752 俾 705 26
5753 卑 705 26
5754 髀 705 26
5755 鞞 705 26
5756 箄 705 26
5757 𢔌 705 26
5758 匕 705 26
5759 比 705 26
5760 妣 705 26
5761 秕 705 27
5762 䃾 705 27
5763 枇 705 27
5764 朼 705 27
5765 粃 705 27
5766 吡 705 27
5767 疕 705 27
5768 鄙 705 27
5769 啚 705 27
5770 否 705 27
5771 庀 706 27
5772 比 706 27
5773 仳 706 27
5774 批 706 27
5775 諀 706 27
5776 圮 706 27
5777 痞 706 27
5778 噽 706 27
5779 嚭 706 27
5780 秠 706 27
5781 𤿎 706 27
5782 披 706 27/28
5783 陛 707 28
5784 梐 707 28
5785 䯗 707 28
5786 䏶 707 28
